i,t,m,j,Expenditure
070702088802709008,2018-19,SNNP,Garlic,5
070702088802709008,2018-19,SNNP,Injera,10
070702088802709008,2018-19,SNNP,Kariya,2
070702088802709008,2018-19,SNNP,Leafy Greens,5
070702088802709008,2018-19,SNNP,Maize,50
070702088802709008,2018-19,SNNP,Oils,3
070702088802709008,2018-19,SNNP,Onion,5
070702088802709008,2018-19,SNNP,Papaya,2
070702088802709008,2018-19,SNNP,Potato,10
070702088802709008,2018-19,SNNP,Salt,2
070702088802709008,2018-19,SNNP,Sweet potato,10
070702088802709020,2018-19,SNNP,Barley,10
070702088802709020,2018-19,SNNP,Beef,80
070702088802709020,2018-19,SNNP,Beetroot,5
070702088802709020,2018-19,SNNP,Berbere,5
070702088802709020,2018-19,SNNP,Coffee,6
070702088802709020,2018-19,SNNP,Garlic,10
070702088802709020,2018-19,SNNP,Kariya,5
070702088802709020,2018-19,SNNP,Linseed,20
070702088802709020,2018-19,SNNP,Maize,30
070702088802709020,2018-19,SNNP,Oils,25
070702088802709020,2018-19,SNNP,Onion,10
070702088802709020,2018-19,SNNP,Pasta/Macaroni,12
070702088802709020,2018-19,SNNP,Salt,2
070702088802709020,2018-19,SNNP,Shiro,12
070702088802709020,2018-19,SNNP,Soda,66
070702088802709020,2018-19,SNNP,Sugar,10
070702088802709020,2018-19,SNNP,Tea,3
070702088802709020,2018-19,SNNP,Teff,170
070702088802709032,2018-19,SNNP,Berbere,5
070702088802709032,2018-19,SNNP,Coffee,6
070702088802709032,2018-19,SNNP,Garlic,5
070702088802709032,2018-19,SNNP,Injera,10
070702088802709032,2018-19,SNNP,Leafy Greens,5
070702088802709032,2018-19,SNNP,Maize,72
070702088802709032,2018-19,SNNP,Oils,15
070702088802709032,2018-19,SNNP,Onion,10
070702088802709032,2018-19,SNNP,Salt,5
070702088802709032,2018-19,SNNP,Shiro,12
070702088802709044,2018-19,SNNP,Coffee,5
070702088802709044,2018-19,SNNP,Haricot Beans,5
070702088802709044,2018-19,SNNP,Maize,20
070702088802709044,2018-19,SNNP,Salt,5
070702088802709056,2018-19,SNNP,Avocado,6
070702088802709056,2018-19,SNNP,Berbere,25
070702088802709056,2018-19,SNNP,Garlic,15
070702088802709056,2018-19,SNNP,Leafy Greens,10
070702088802709056,2018-19,SNNP,Mango,6
070702088802709056,2018-19,SNNP,Oils,12
070702088802709056,2018-19,SNNP,Onion,40
070702088802709056,2018-19,SNNP,Salt,10
070702088802709056,2018-19,SNNP,Soda,70
070702088802709056,2018-19,SNNP,Sugar,5
070702088802709056,2018-19,SNNP,Teff,75
070702088802709068,2018-19,SNNP,Injera,6
070702088802709068,2018-19,SNNP,Kariya,2
070702088802709068,2018-19,SNNP,Leafy Greens,2
070702088802709068,2018-19,SNNP,Maize,20
070702088802709068,2018-19,SNNP,Onion,3
070702088802709068,2018-19,SNNP,Potato,5
070702088802709068,2018-19,SNNP,Salt,2
070702088802709068,2018-19,SNNP,Sweet potato,5
070702088802709080,2018-19,SNNP,Berbere,20
070702088802709080,2018-19,SNNP,Garlic,10
070702088802709080,2018-19,SNNP,Kariya,2
070702088802709080,2018-19,SNNP,Leafy Greens,10
070702088802709080,2018-19,SNNP,Lentils,20
070702088802709080,2018-19,SNNP,Oils,20
070702088802709080,2018-19,SNNP,Onion,10
070702088802709080,2018-19,SNNP,Salt,3
070702088802709080,2018-19,SNNP,Sweet potato,5
070702088802709080,2018-19,SNNP,Teff,75
070702088802709080,2018-19,SNNP,Tomato,5
070702088802709092,2018-19,SNNP,Barley,60
070702088802709092,2018-19,SNNP,Garlic,10
070702088802709092,2018-19,SNNP,Leafy Greens,12
070702088802709092,2018-19,SNNP,Oils,20
070702088802709092,2018-19,SNNP,Salt,6
070702088802709092,2018-19,SNNP,Wheat,60
070702088802709116,2018-19,SNNP,Berbere,5
070702088802709116,2018-19,SNNP,Garlic,10
070702088802709116,2018-19,SNNP,Kariya,1
070702088802709116,2018-19,SNNP,Maize,50
070702088802709116,2018-19,SNNP,Oils,6
070702088802709116,2018-19,SNNP,Salt,8
070702088802709116,2018-19,SNNP,Sugar,5
070702088802709116,2018-19,SNNP,Sweet potato,10
070706088801507005,2018-19,SNNP,Coffee,100
070706088801507005,2018-19,SNNP,Fish,50
070706088801507005,2018-19,SNNP,Maize,150
070706088801507005,2018-19,SNNP,Oils,30
070706088801507005,2018-19,SNNP,Salt,2
070706088801507005,2018-19,SNNP,Sorghum,100
070706088801507005,2018-19,SNNP,Sugar,25
070706088801507014,2018-19,SNNP,Coffee,50
070706088801507014,2018-19,SNNP,Fish,15
070706088801507014,2018-19,SNNP,Maize,100
070706088801507014,2018-19,SNNP,Oils,15
070706088801507014,2018-19,SNNP,Salt,7
070706088801507014,2018-19,SNNP,Sorghum,100
070706088801507018,2018-19,SNNP,Coffee,60
070706088801507018,2018-19,SNNP,Maize,10
070706088801507018,2018-19,SNNP,Oils,30
070706088801507018,2018-19,SNNP,Salt,5
070706088801507018,2018-19,SNNP,Sorghum,100
070706088801507026,2018-19,SNNP,Coffee,60
070706088801507026,2018-19,SNNP,Fish,50
070706088801507026,2018-19,SNNP,Maize,100
070706088801507026,2018-19,SNNP,Oils,30
070706088801507026,2018-19,SNNP,Salt,5
070706088801507026,2018-19,SNNP,Sorghum,150
070706088801507026,2018-19,SNNP,Sugar,25
070706088801507034,2018-19,SNNP,Coffee,60
070706088801507034,2018-19,SNNP,Fish,50
070706088801507034,2018-19,SNNP,Maize,150
070706088801507034,2018-19,SNNP,Oils,30
070706088801507034,2018-19,SNNP,Salt,5
070706088801507034,2018-19,SNNP,Sorghum,150
070706088801507034,2018-19,SNNP,Sugar,30
070706088801507042,2018-19,SNNP,Fish,25
070706088801507042,2018-19,SNNP,Maize,100
070706088801507042,2018-19,SNNP,Oils,15
070706088801507042,2018-19,SNNP,Salt,5
070706088801507042,2018-19,SNNP,Sorghum,100
070706088801507042,2018-19,SNNP,Sugar,15
070706088801507051,2018-19,SNNP,Coffee,50
070706088801507051,2018-19,SNNP,Fish,20
070706088801507051,2018-19,SNNP,Maize,120
070706088801507051,2018-19,SNNP,Oils,30
070706088801507051,2018-19,SNNP,Salt,5
070706088801507051,2018-19,SNNP,Sorghum,150
070706088801507051,2018-19,SNNP,Sugar,15
070706088801507060,2018-19,SNNP,Coffee,100
070706088801507060,2018-19,SNNP,Fish,100
070706088801507060,2018-19,SNNP,Maize,20
070706088801507060,2018-19,SNNP,Oils,30
070706088801507060,2018-19,SNNP,Salt,5
070706088801507060,2018-19,SNNP,Sorghum,150
070706088801507060,2018-19,SNNP,Sugar,30
070706088801507068,2018-19,SNNP,Coffee,50
070706088801507068,2018-19,SNNP,Fish,25
070706088801507068,2018-19,SNNP,Hops (gesho),25
070706088801507068,2018-19,SNNP,Maize,150
070706088801507068,2018-19,SNNP,Oils,30
070706088801507068,2018-19,SNNP,Salt,5
070706088801507068,2018-19,SNNP,Sorghum,100
070706088801507068,2018-19,SNNP,Sugar,30
070706088801507076,2018-19,SNNP,Coffee,60
070706088801507076,2018-19,SNNP,Fish,25
070706088801507076,2018-19,SNNP,Maize,100
070706088801507076,2018-19,SNNP,Oils,15
070706088801507076,2018-19,SNNP,Salt,10
070706088801507076,2018-19,SNNP,Sorghum,100
070706088801507076,2018-19,SNNP,Sugar,15
070706088801507077,2018-19,SNNP,Coffee,60
070706088801507077,2018-19,SNNP,Fish,25
070706088801507077,2018-19,SNNP,Maize,100
070706088801507077,2018-19,SNNP,Oils,30
070706088801507077,2018-19,SNNP,Salt,7
070706088801507077,2018-19,SNNP,Sorghum,150
070706088801507077,2018-19,SNNP,Sugar,25
070706088801507087,2018-19,SNNP,Coffee,60
070706088801507087,2018-19,SNNP,Fish,50
070706088801507087,2018-19,SNNP,Maize,150
070706088801507087,2018-19,SNNP,Oils,30
070706088801507087,2018-19,SNNP,Salt,5
070706088801507087,2018-19,SNNP,Sorghum,200
070706088801507087,2018-19,SNNP,Sugar,30
070904030100101003,2018-19,SNNP,Coffee,35
070904030100101003,2018-19,SNNP,Leafy Greens,5
070904030100101003,2018-19,SNNP,Maize,62.5
070904030100101003,2018-19,SNNP,Oils,20
070904030100101003,2018-19,SNNP,Salt,4
070904030100101011,2018-19,SNNP,Coffee,35
070904030100101011,2018-19,SNNP,Kariya,5
070904030100101011,2018-19,SNNP,Leafy Greens,25
070904030100101011,2018-19,SNNP,Oils,40
070904030100101011,2018-19,SNNP,Onion,20
070904030100101011,2018-19,SNNP,Salt,5
070904030100101011,2018-19,SNNP,Sugar,10
070904030100101020,2018-19,SNNP,Berbere,10
070904030100101020,2018-19,SNNP,Coffee,140
070904030100101020,2018-19,SNNP,Kariya,5
070904030100101020,2018-19,SNNP,Kocho,40
070904030100101020,2018-19,SNNP,Leafy Greens,10
070904030100101020,2018-19,SNNP,Maize,150
070904030100101020,2018-19,SNNP,Oils,40
070904030100101020,2018-19,SNNP,Onion,20
070904030100101020,2018-19,SNNP,Salt,5
070904030100101029,2018-19,SNNP,Berbere,25
070904030100101029,2018-19,SNNP,Coffee,49
070904030100101029,2018-19,SNNP,Haricot Beans,20
070904030100101029,2018-19,SNNP,Kocho,40
070904030100101029,2018-19,SNNP,Leafy Greens,25
070904030100101029,2018-19,SNNP,Maize,100
070904030100101029,2018-19,SNNP,Rice,54
070904030100101029,2018-19,SNNP,Salt,5
070904030100101038,2018-19,SNNP,Avocado,20
070904030100101038,2018-19,SNNP,Banana,5
070904030100101038,2018-19,SNNP,Beetroot,10
070904030100101038,2018-19,SNNP,Berbere,20
070904030100101038,2018-19,SNNP,Coffee,20
070904030100101038,2018-19,SNNP,Garlic,10
070904030100101038,2018-19,SNNP,Haricot Beans,15
070904030100101038,2018-19,SNNP,Horsebeans,12
070904030100101038,2018-19,SNNP,Kariya,5
070904030100101038,2018-19,SNNP,Leafy Greens,12
070904030100101038,2018-19,SNNP,Lentils,35
070904030100101038,2018-19,SNNP,Maize,50
070904030100101038,2018-19,SNNP,Mango,10
070904030100101038,2018-19,SNNP,Oils,40
070904030100101038,2018-19,SNNP,Onion,50
070904030100101038,2018-19,SNNP,Potato,20
070904030100101038,2018-19,SNNP,Rice,108
070904030100101038,2018-19,SNNP,Salt,6
070904030100101038,2018-19,SNNP,Shiro,15
070904030100101038,2018-19,SNNP,Sorghum,30
070904030100101038,2018-19,SNNP,Tea,5
070904030100101038,2018-19,SNNP,Tomato,20
070904030100101047,2018-19,SNNP,Avocado,10
070904030100101047,2018-19,SNNP,Banana,10
070904030100101047,2018-19,SNNP,Berbere,25
070904030100101047,2018-19,SNNP,Bread/biscuit,35
070904030100101047,2018-19,SNNP,Ground nuts,5
070904030100101047,2018-19,SNNP,Honey,25
070904030100101047,2018-19,SNNP,Horsebeans,8
070904030100101047,2018-19,SNNP,Injera,126
070904030100101047,2018-19,SNNP,Kariya,5
070904030100101047,2018-19,SNNP,Leafy Greens,10
070904030100101047,2018-19,SNNP,Lentils,15
070904030100101047,2018-19,SNNP,Mango,8
070904030100101047,2018-19,SNNP,Oils,40
070904030100101047,2018-19,SNNP,Onion,10
